62,people,,n,790 adjectives
84,way,,n,2479 nouns
90,day,,n,
94,man,,n,
97,thing,,n,
111,woman,,n,
114,life,,n,
115,child,,n,
123,world,,n,
125,school,,n,
137,state,,n,
147,family,,n,
157,student,,n,
163,group,,n,
166,country,,n,
171,problem,,n,
174,hand,,n,
178,part,,n,
181,place,,n,
186,case,,n,
188,week,,n,
189,company,,n,
191,system,,n,
194,program,,n,
197,question,,n,
199,work,,n,
201,government,,n,
204,number,,n,
209,night,,n,
212,point,,n,
225,home,,n,
227,water,,n,
228,room,,n,
230,mother,,n,
231,area,,n,
233,money,,n,
234,story,,n,
236,fact,,n,
237,month,,n,
240,right,,n,
241,study,,n,
242,book,,n,
243,eye,,n,
244,job,,n,
245,word,,n,
247,business,,n,
248,issue,,n,
249,side,,n,
250,kind,,n,
252,head,,n,
258,house,,n,
264,service,,n,
266,friend,,n,
268,father,,n,
272,power,,n,
273,hour,,n,
274,game,,n,
277,line,,n,
279,end,,n,
286,member,,n,
288,law,,n,
290,car,,n,
291,city,,n,
297,community,,n,
299,name,,n,
304,president,,n,
308,team,,n,
309,minute,,n,
312,idea,,n,
313,kid,,n,
314,body,,n,
315,information,,n,
323,back,,n,
328,parent,,n,
331,face,,n,
337,others,,n,
339,level,,n,
342,office,,n,
344,door,,n,
345,health,,n,
346,person,,n,
347,art,,n,
350,war,,n,
351,history,,n,
352,party,,n,
355,result,,n,
357,change,,n,
358,morning,,n,
360,reason,,n,
363,research,,n,
364,girl,,n,
365,guy,,n,
367,food,,n,
369,moment,,n,
371,air,,n,
372,teacher,,n,
373,force,,n,
377,education,,n,
381,foot,,n,
383,boy,,n,
387,age,,n,
389,policy,,n,
392,process,,n,
393,music,,n,
403,market,,n,
408,sense,,n,
413,nation,,n,
414,plan,,n,
416,college,,n,
417,interest,,n,
418,death,,n,
421,experience,,n,
428,effect,,n,
432,class,,n,
440,field,,n,
452,role,,n,
458,rate,,n,
461,heart,,n,
462,drug,,n,
463,show,,n,
464,leader,,n,
465,light,,n,
466,voice,,n,
467,wife,,n,
469,police,,n,
470,mind,,n,
476,price,,n,
477,report,,n,
480,decision,,n,
482,son,,n,
486,view,,n,
489,town,,n,
490,road,,n,
492,arm,,n,
500,value,,n,
502,building,,n,
503,action,,n,
505,model,,n,
507,season,,n,
508,society,,n,
510,tax,,n,
511,director,,n,
513,position,,n,
514,player,,n,
517,record,,n,
520,paper,,n,
522,space,,n,
523,ground,,n,
524,form,,n,
526,event,,n,
527,official,,n,
529,matter,,n,
531,centre,center,n,
532,couple,,n,
533,site,,n,
535,project,,n,
538,activity,,n,
539,star,,n,
540,table,,n,
541,need,,n,
542,court,,n,
547,oil,,n,
549,situation,,n,
551,cost,,n,
552,industry,,n,
553,figure,,n,
555,street,,n,
556,image,,n,
558,phone,,n,
560,data,,n,
563,picture,,n,
565,practice,,n,
566,piece,,n,
567,land,,n,
570,product,,n,
571,doctor,,n,
572,wall,,n,
573,patient,,n,
574,worker,,n,
575,news,,n,
576,test,,n,
577,movie,,n,
579,north,,n,
580,love,,n,
583,support,,n,
586,technology,,n,
588,step,,n,
589,baby,,n,
590,computer,,n,
591,type,,n,
592,attention,,n,
594,film,,n,
596,tree,,n,
597,source,,n,
600,organisation,organization,n,
603,hair,,n,
604,look,,n,
606,century,,n,
607,evidence,,n,
608,window,,n,
612,culture,,n,
614,chance,,n,
615,brother,,n,
616,energy,,n,
617,period,,n,
618,course,,n,
619,summer,,n,
624,plant,,n,
626,opportunity,,n,
627,term,,n,
629,letter,,n,
630,condition,,n,
631,choice,,n,
634,rule,,n,
635,daughter,,n,
637,south,,n,
638,husband,,n,
640,floor,,n,
641,campaign,,n,
642,material,,n,
643,population,,n,
645,call,,n,
646,economy,,n,
648,hospital,,n,
649,church,,n,
652,risk,,n,
654,fire,,n,
655,future,,n,
658,defence,defense,n,
661,security,,n,
662,bank,,n,
665,west,,n,
666,sport,,n,
667,board,,n,
670,subject,,n,
671,officer,,n,
673,rest,,n,
674,behaviour,behavior,n,
676,performance,,n,
679,top,,n,
682,goal,,n,
683,second,,n,
684,bed,,n,
685,order,,n,
686,author,,n,
693,blood,,n,
695,agency,,n,
697,nature,,n,
698,colour,color,n,
701,store,,n,
703,sound,,n,
708,movement,,n,
709,page,,n,
717,race,,n,
718,concern,,n,
719,series,,n,
723,language,,n,
726,response,,n,
729,animal,,n,
730,factor,,n,
731,decade,,n,
732,article,,n,
734,east,,n,
737,artist,,n,
739,scene,,n,
740,stock,,n,
741,career,,n,
746,treatment,,n,
753,size,,n,
754,dog,,n,
755,fund,,n,
758,media,,n,
760,sign,,n,
761,thought,,n,
762,list,,n,
763,individual,,n,
768,answer,,n,
773,meeting,,n,
776,disease,,n,
778,success,,n,
780,cup,,n,
782,amount,,n,
783,ability,,n,
784,staff,,n,
787,character,,n,
788,growth,,n,
789,loss,,n,
790,degree,,n,
792,attack,,n,
794,region,,n,
795,television,,n,
796,box,,n,
798,training,,n,
800,trade,,n,
801,deal,,n,
802,election,,n,
807,feeling,,n,
808,standard,,n,
809,bill,,n,
810,message,,n,
814,analysis,,n,
815,benefit,,n,
819,lawyer,,n,
821,section,,n,
823,glass,,n,
825,skill,,n,
826,sister,,n,
828,professor,,n,
829,operation,,n,
831,crime,,n,
832,stage,,n,
835,authority,,n,
837,design,,n,
838,sort,,n,
839,one,,n,
842,knowledge,,n,
843,gun,,n,
844,station,,n,
847,strategy,,n,
853,truth,,n,
854,song,,n,
855,example,,n,
858,environment,,n,
859,leg,,n,
861,public,,n,
867,set,,n,
872,rock,,n,
878,note,,n,
880,manager,,n,
881,help,,n,
885,network,,n,
892,science,,n,
894,memory,,n,
895,card,,n,
897,seat,,n,
898,cell,,n,
901,trial,,n,
902,expert,,n,
904,spring,,n,
905,firm,,n,
907,radio,,n,
909,management,,n,
915,ball,,n,
920,talk,,n,
921,theory,,n,
922,impact,,n,
926,charge,,n,
931,direction,,n,
932,weapon,,n,
933,employee,,n,
936,peace,,n,
939,base,,n,
940,pain,,n,
942,play,,n,
943,measure,,n,
947,interview,,n,
949,chair,,n,
950,fish,,n,
952,camera,,n,
953,structure,,n,
954,politics,,n,
956,bit,,n,
957,weight,,n,
960,candidate,,n,
962,production,,n,
964,trip,,n,
965,evening,,n,
968,conference,,n,
969,unit,,n,
971,style,,n,
972,adult,,n,
974,range,,n,
979,past,,n,
980,edge,,n,
983,writer,,n,
984,trouble,,n,
987,challenge,,n,
988,fear,,n,
989,shoulder,,n,
990,institution,,n,
992,sea,,n,
993,dream,,n,
994,bar,,n,
996,property,,n,
999,stuff,,n,
1000,detail,,n,
1001,method,,n,
1004,magazine,,n,
1005,hotel,,n,
1006,soldier,,n,
1010,cause,,n,
1011,bag,,n,
1012,heat,,n,
1013,fall,,n,
1014,marriage,,n,
1017,surface,,n,
1018,purpose,,n,
1020,pattern,,n,
1022,skin,,n,
1023,agent,,n,
1024,owner,,n,
1025,machine,,n,
1026,gas,,n,
1029,generation,,n,
1034,item,,n,
1035,reality,,n,
1036,coach,,n,
1039,yard,,n,
1041,violence,,n,
1044,investment,,n,
1045,discussion,,n,
1046,finger,,n,
1047,garden,,n,
1049,collection,,n,
1051,task,,n,
1052,partner,,n,
1055,kitchen,,n,
1056,consumer,,n,
1057,shot,,n,
1058,budget,,n,
1060,painting,,n,
1061,scientist,,n,
1063,agreement,,n,
1064,capital,,n,
1065,mouth,,n,
1067,victim,,n,
1068,newspaper,,n,
1070,threat,,n,
1071,responsibility,,n,
1073,attorney,,n,
1074,score,,n,
1075,account,,n,
1077,break,,n,
1078,audience,,n,
1080,dinner,,n,
1082,vote,,n,
1086,debate,,n,
1088,citizen,,n,
1089,majority,,n,
1096,wind,,n,
1099,mission,,n,
1102,customer,,n,
1104,speech,,n,
1106,option,,n,
1107,participant,,n,
1112,forest,,n,
1113,video,,n,
1116,reform,,n,
1117,access,,n,
1118,restaurant,,n,
1119,judge,,n,
1122,relation,,n,
1126,bird,,n,
1127,opinion,,n,
1128,credit,,n,
1130,corner,,n,
1133,version,,n,
1135,safety,,n,
1137,neighbourhood,neighborhood,n,
1139,act,,n,
1140,troop,,n,
1141,income,,n,
1144,species,,n,
1146,track,,n,
1149,hope,,n,
1150,sky,,n,
1151,freedom,,n,
1153,plane,,n,
1156,object,,n,
1157,attitude,,n,
1158,labour,labor,n,
1160,concept,,n,
1161,client,,n,
1168,conversation,,n,
1175,variety,,n,
1177,turn,,n,
1179,investigation,,n,
1181,researcher,,n,
1182,press,,n,
1183,conflict,,n,
1184,spirit,,n,
1189,argument,,n,
1192,camp,,n,
1193,brain,,n,
1194,feature,,n,
1195,afternoon,,n,
1197,weekend,,n,
1199,possibility,,n,
1201,insurance,,n,
1202,department,,n,
1203,battle,,n,
1204,beginning,,n,
1205,date,,n,
1210,crisis,,n,
1212,fan,,n,
1217,hole,,n,
1218,element,,n,
1219,vision,,n,
1220,status,,n,
1223,ship,,n,
1224,solution,,n,
1225,stone,,n,
1227,scale,,n,
1229,university,,n,
1231,driver,,n,
1232,attempt,,n,
1233,park,,n,
1234,spot,,n,
1235,lack,,n,
1236,ice,,n,
1237,boat,,n,
1239,sun,,n,
1241,distance,,n,
1242,wood,,n,
1244,truck,,n,
1245,return,,n,
1246,mountain,,n,
1247,survey,,n,
1249,tradition,,n,
1250,winter,,n,
1251,village,,n,
1254,sales,,n,
1256,communication,,n,
1257,run,,n,
1258,screen,,n,
1260,resident,,n,
1262,gold,,n,
1263,club,,n,
1265,farm,,n,
1267,increase,,n,
1268,middle,,n,
1270,presence,,n,
1272,district,,n,
1273,shape,,n,
